Species Name,Invasive,Kingdom,Phylum,Class,Order,Family,Assessment ID,Red List Category,Population Trend,Observations_2005,Observations_2006,Observations_2007,Observations_2008,Observations_2009,Observations_2010,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024,Observations_2025
Motacilla alba,0,Animalia,Chordata,Aves,Passeriformes,Motacillidae,221312886,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0
Motacilla cinerea,0,Animalia,Chordata,Aves,Passeriformes,Motacillidae,221313612,Least Concern,Stable,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0
Motacilla flava,0,Animalia,Chordata,Aves,Passeriformes,Motacillidae,221311302,Least Concern,Decreasing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muscari Mill.,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Muscari comosum,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Muschampia proto,0,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,211428516,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Muscicapa striata,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,166348124,Least Concern,Decreasing,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Mycelis muralis,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myosotis L.,0,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nardus stricta,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natrix natrix,0,Animalia,Chordata,Squamata,,Colubridae,207658588,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,1,3
Natrix tessellata,0,Animalia,Chordata,Squamata,,Colubridae,207993095,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1
Neognopharmia stevenaria,0,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nepeta argolica,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ocypus Leach,",0,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Oedecnemidius varius,0,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Oedemera rufofemorata,0,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Oenanthe melanoleuca,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
Oenanthe oenanthe,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,200214214,Least Concern,Unknown,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4
Omocestus rufipes,0,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,74508968,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Onobrychis Mill.,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onobrychis arenaria,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onobrychis montana,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ononis pusilla,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ononis spinosa,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,2764325,Least Concern,Decreasing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ophiomorus punctatissimus,0,Animalia,Chordata,Squamata,,Scincidae,137854561,Least Concern,Unknown,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,6,4,6,2
Ophrys ferrum-equinum,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,7179756,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ophrys lutea,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,7143357,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ophrys mammosa,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Ophrys sicula,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Ophrys speculum,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,217034456,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ophrys sphegodes,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,5988057,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,5,1,0
Ophrys tenthredinifera,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,7153212,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ophrys umbilicata,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,7163027,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Orchis anthropophora,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,7172337,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Orchis italica,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,7152439,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
Orchis pauciflora,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,7147639,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Orchis quadripunctata,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,21341131,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0
Origanum heracleoticum,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlaya daucoides,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ornithogalum L.,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ornithogalum collinum,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ornithogalum nutans,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oryzopsis miliacea,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osmia andrenoides,0,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,21154891,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Otus scops,0,Animalia,Chordata,Aves,Strigiformes,Strigidae,210524518,Least Concern,Decreasing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Pallenis spinosa,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palpares libelluloides,0,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Panurus biarmicus,0,Animalia,Chordata,Aves,Passeriformes,Panuridae,264585405,Least Concern,Increasing,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Papaver L.,0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Papaver rhoeas,0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,2764767,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Parentucellia latifolia,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
Parietaria judaica,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parnassiana chelmos,0,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,225829753,Endangered,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Parus major,0,Animalia,Chordata,Aves,Passeriformes,Paridae,264577711,Least Concern,Stable,2,4,0,0,0,0,0,2,8,0,5,3,0,0,13,0,4,2,0,0
Passer domesticus,1,Animalia,Chordata,Aves,Passeriformes,Passeridae,199147773,Least Concern,Decreasing,0,0,0,0,10,0,0,20,1,0,50,20,22,0,31,0,29,3,0,0
Passer hispaniolensis,0,Animalia,Chordata,Aves,Passeriformes,Passeridae,166398308,Least Concern,Unknown,6,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passer montanus,0,Animalia,Chordata,Aves,Passeriformes,Passeridae,166399056,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pedicularis graeca,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelophylax ridibundus,0,Animalia,Chordata,Amphibia,Anura,Ranidae,200716374,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
Pentanema verbascifolium,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Periparus ater,0,Animalia,Chordata,Aves,Passeriformes,Paridae,264545478,Least Concern,Stable,0,0,0,0,0,0,0,3,12,0,0,0,0,0,2,15,0,0,0,0
Petrorhagia glumacea,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Petrorhagia illyrica,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrorhagia obcordata,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peucedanum vittijugum,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phleum L.,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phleum alpinum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,44458929,Least Concern,Stable,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phleum montanum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,44459605,Least Concern,Stable,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phleum phleoides,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phleum subulatum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Phlomis fruticosa,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Phoenicurus ochruros,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,166353782,Least Concern,Stable,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0
Phoenicurus phoenicurus,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,264539269,Least Concern,Increasing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Phylloscopus collybita,0,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,264567918,Least Concern,Stable,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0
Phylloscopus trochilus,0,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,264584438,Least Concern,Decreasing,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Pica pica,0,Animalia,Chordata,Aves,Passeriformes,Corvidae,264575751,Least Concern,Stable,1,1,0,0,0,0,0,0,1,0,0,1,7,0,34,0,2,43,0,0
Picris echioides,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picus viridis,0,Animalia,Chordata,Aves,Piciformes,Picidae,264587872,Least Concern,Stable,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pieris ergane,0,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,211381191,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
Pilosella Hill,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Plagiotrochus quercusilicis,0,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Plantago atrata,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Not Found,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plantago lagopus,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plantago lanceolata,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,2764827,Least Concern,Stable,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Plantago major,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,1257878,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platanus orientalis,0,Plantae,Tracheophyta,Magnoliopsida,Proteales,Platanaceae,68135880,Data Deficient,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Plegadis falcinellus,0,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,166322500,Least Concern,Increasing,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Poa L.,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poa bulbosa,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Poa compressa,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poa trivialis,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Podarcis Wagler,",0,Animalia,Chordata,Squamata,,Lacertidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,2,21,4,0
Podarcis erhardii,0,Animalia,Chordata,Squamata,,Lacertidae,137855176,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Podarcis ionicus,0,Animalia,Chordata,Squamata,,Lacertidae,204832746,Least Concern,Unknown,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3,10,7,2
Podarcis muralis,0,Animalia,Chordata,Squamata,,Lacertidae,218505859,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Podarcis peloponnesiacus,0,Animalia,Chordata,Squamata,,Lacertidae,137855826,Least Concern,Stable,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,1,0,5,0,2
Podarcis tauricus,0,Animalia,Chordata,Squamata,,Lacertidae,204830613,Least Concern,Stable,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Podiceps cristatus,0,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,166312625,Least Concern,Stable,2,3,0,0,10,0,0,0,3,2,4,7,2,0,2,0,6,21,0,0
Podospermum canum,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Poecile lugubris,0,Animalia,Chordata,Aves,Passeriformes,Paridae,264553279,Least Concern,Unknown,1,1,0,0,0,0,0,2,1,0,0,1,5,0,0,0,0,0,0,1
Polygala L.,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polygala alpestris,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Polyommatus daphnis,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211418264,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Polyommatus icarus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211430492,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Prunella modularis,0,Animalia,Chordata,Aves,Passeriformes,Prunellidae,166409165,Least Concern,Decreasing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prunus L.,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prunus webbii,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,19400404,Data Deficient,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pseudopus apodus,0,Animalia,Chordata,Squamata,,Anguidae,204911476,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pterocephalus papposus,0,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterocephalus perennis,0,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptilostemon afer,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyrgus carthami,0,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,211409612,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pyrus spinosa,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,61612142,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rallus aquaticus,0,Animalia,Chordata,Aves,Gruiformes,Rallidae,166431056,Least Concern,Unknown,0,1,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0
Rana graeca,0,Animalia,Chordata,Amphibia,Anura,Ranidae,229005415,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Ranunculus L.,0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Not Found,Unknown,Unknown,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranunculus brevifolius,0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranunculus psilostachys,0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Not Found,Unknown,Unknown,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regulus ignicapilla,0,Animalia,Chordata,Aves,Passeriformes,Regulidae,166445678,Least Concern,Increasing,0,3,0,0,0,0,0,4,7,0,0,0,0,0,0,1,4,0,0,0
Reichardia picroides,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remiz pendulinus,0,Animalia,Chordata,Aves,Passeriformes,Remizidae,199571653,Least Concern,Increasing,0,3,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,2,1,0
Reseda lutea,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rhagadiolus stellatus,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rhamnus L.,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhamnus lycioides,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rindera graeca,0,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,230398670,Least Concern,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rorippa sylvestris,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,42340328,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rosa canina,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,2765713,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Rostraria cristata,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rubia peregrina,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rubus sanctus,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumex conglomeratus,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,5805797,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumex pulcher,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,5775036,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sagina L.,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sagina procumbens,1,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sagina stridii,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Salamandra salamandra,0,Animalia,Chordata,Amphibia,Caudata,Salamandridae,219148292,Vulnerable,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Salvia viridis,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
